ID,task_id,site_id,period_id,structure_id,文物编号,器型,subtype_level1,subtype_level2,subtype_level3,basic_shape,原始出土地点,出土区域,出土单位,出土层位,出土墓葬,陶土类型,纯洁度,细腻度,掺杂物,颜色,硬度,烧成温度,器型特征,器物组合,尺寸描述,量度信息,高度(cm),口径(cm),厚度(cm),功能,成型工艺,修整技术,surface_treatment,装饰手法,纹饰类型,制作活动,制作者,制作年代,制作地点,excavation_activity,保存状况,完整程度,有图片,main_image_id,source_text_blocks,raw_attributes,cidoc_attributes,extraction_confidence,created_at,updated_at
2322,task_20251202_051019_1116,5,,,TO708TM:31,器盖,,,,,,,,,全文,泥质红陶,,,,,,,平底，底部刻划符号,,,,,,,,,,,刻划,,,,,,,,,0,,[0],"{""artifact_code"": ""TO708TM:31"", ""subtype"": ""器盖"", ""clay_type"": ""泥质红陶"", ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""平底，底部刻划符号"", ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": ""刻划"", ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": null, ""ex_region"": null, ""ex_unit"": null, ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""图一O三，7""]}",{},0.8,2025-12-02 02:06:45,2025-12-02 02:06:45
2323,task_20251202_051019_1116,5,,,TO909TM:6,刻划符号杯,,,,,,,,,全文,,,,,,,,,,,,,,,,,,,刻划,,,,,,,,,0,,[0],"{""artifact_code"": ""TO909TM:6"", ""subtype"": ""刻划符号杯"", ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": ""刻划"", ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": null, ""ex_region"": null, ""ex_unit"": null, ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""图一O三，8""]}",{},0.8,2025-12-02 02:06:45,2025-12-02 02:06:45
2324,task_20251202_051019_1116,5,,,TO809TM:13,陶响器,,,,,,,,,全文,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,[0],"{""artifact_code"": ""TO809TM:13"", ""subtype"": ""陶响器"", ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": null, ""ex_region"": null, ""ex_unit"": null, ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""图一O三，11""]}",{},0.8,2025-12-02 02:06:46,2025-12-02 02:06:46
2325,task_20251202_051019_1116,5,,,TO807TM:14,陶响器,,,,,,,,,全文,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,[0],"{""artifact_code"": ""TO807TM:14"", ""subtype"": ""陶响器"", ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": null, ""ex_region"": null, ""ex_unit"": null, ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""图一O三，12""]}",{},0.8,2025-12-02 02:06:46,2025-12-02 02:06:46
2326,task_20251202_051019_1116,5,,,T0708②:33,鼎,,,,,T0708②,庙前遗址,T0708,②层,全文,夹细砂灰红陶,,细砂,细砂,灰红陶,,,内壁留有制作时的指窝痕,,腹直径约10厘米,,,10.0,,,,,,,,,,,,,,,0,,[0],"{""artifact_code"": ""T0708②:33"", ""subtype"": ""鼎"", ""clay_type"": ""夹细砂灰红陶"", ""clay_purity"": null, ""clay_fineness"": ""细砂"", ""mixed_materials"": ""细砂"", ""color"": ""灰红陶"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""内壁留有制作时的指窝痕"", ""vessel_combination"": null, ""dimensions"": ""腹直径约10厘米"", ""height"": null, ""diameter"": 10, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""T0708②"", ""ex_region"": ""庙前遗址"", ""ex_unit"": ""T0708"", ""ex_layer"": ""②层"", ""location_unit"": null, ""image_references"": [""图一〇六，1""]}",{},0.8,2025-12-02 02:06:46,2025-12-02 02:06:46
2327,task_20251202_051019_1116,5,,,T0808②:73,,,,,,T0808②,庙前遗址,T0808,②层,全文,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,[0],"{""artifact_code"": ""T0808②:73"", ""subtype"": null, ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""T0808②"", ""ex_region"": ""庙前遗址"", ""ex_unit"": ""T0808"", ""ex_layer"": ""②层"", ""location_unit"": null, ""image_references"": [""图一〇六，2""]}",{},0.8,2025-12-02 02:06:46,2025-12-02 02:06:46
2328,task_20251202_051019_1116,5,,,TO610②:7,,,,,,T0610②,庙前遗址,T0610,②层,全文,,,,,外表施红衣,,,,,,,,,,,,,,,,,,,,,,,0,,[0],"{""artifact_code"": ""TO610②:7"", ""subtype"": null, ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": ""外表施红衣"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": null, ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""T0610②"", ""ex_region"": ""庙前遗址"", ""ex_unit"": ""T0610"", ""ex_layer"": ""②层"", ""location_unit"": null, ""image_references"": [""图一〇六，3""]}",{},0.8,2025-12-02 02:06:46,2025-12-02 02:06:46
2329,task_20251202_051019_1116,5,,,T0609②:2,鼎,,,,,T0609②,庙前遗址,T0609,②层,全文,夹砂灰陶,,,砂,灰陶,,,口沿片和小足,,,,,,,,,,,,,,,,,,,,0,,[0],"{""artifact_code"": ""T0609②:2"", ""subtype"": ""鼎"", ""clay_type"": ""夹砂灰陶"", ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": ""砂"", ""color"": ""灰陶"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""口沿片和小足"", ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""T0609②"", ""ex_region"": ""庙前遗址"", ""ex_unit"": ""T0609"", ""ex_layer"": ""②层"", ""location_unit"": null, ""image_references"": [""图一〇六，4""]}",{},0.8,2025-12-02 02:06:46,2025-12-02 02:06:46
2330,task_20251202_051019_1116,5,,,T0609②:21,鼎,,,,,T0609②,庙前遗址,T0609,②层,全文,夹砂灰陶,,,砂,灰陶,,,口沿片和小足,,,,,,,,,,,,,,,,,,,,0,,[0],"{""artifact_code"": ""T0609②:21"", ""subtype"": ""鼎"", ""clay_type"": ""夹砂灰陶"", ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": ""砂"", ""color"": ""灰陶"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""口沿片和小足"", ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""T0609②"", ""ex_region"": ""庙前遗址"", ""ex_unit"": ""T0609"", ""ex_layer"": ""②层"", ""location_unit"": null, ""image_references"": [""图一〇六，4""]}",{},0.8,2025-12-02 02:06:46,2025-12-02 02:06:46
2331,task_20251202_051019_1116,5,,,T0808②:76,豆盘,,,,,T0808②,庙前遗址,T0808,②层,全文,夹细砂褐陶,,细砂,细砂,褐陶,,,唇部宽厚,,直径约26厘米,,,26.0,,,,,,,,,,,,,,,0,,[0],"{""artifact_code"": ""T0808②:76"", ""subtype"": ""豆盘"", ""clay_type"": ""夹细砂褐陶"", ""clay_purity"": null, ""clay_fineness"": ""细砂"", ""mixed_materials"": ""细砂"", ""color"": ""褐陶"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""唇部宽厚"", ""vessel_combination"": null, ""dimensions"": ""直径约26厘米"", ""height"": null, ""diameter"": 26, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""T0808②"", ""ex_region"": ""庙前遗址"", ""ex_unit"": ""T0808"", ""ex_layer"": ""②层"", ""location_unit"": null, ""image_references"": [""图一〇六，5""]}",{},0.8,2025-12-02 02:06:46,2025-12-02 02:06:46
2332,task_20251202_051019_1116,5,,,T0708②:51,罐,,,,,T0708②,庙前遗址,T0708,②层,全文,夹砂红衣陶,,,砂,红衣陶,,,口肩部位或腹中部安牛鼻耳,,,,,,,,,,,,,,,,,,,,0,,[0],"{""artifact_code"": ""T0708②:51"", ""subtype"": ""罐"", ""clay_type"": ""夹砂红衣陶"", ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": ""砂"", ""color"": ""红衣陶"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""口肩部位或腹中部安牛鼻耳"", ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""T0708②"", ""ex_region"": ""庙前遗址"", ""ex_unit"": ""T0708"", ""ex_layer"": ""②层"", ""location_unit"": null, ""image_references"": [""图一〇六，6""]}",{},0.8,2025-12-02 02:06:46,2025-12-02 02:06:46
2333,task_20251202_051019_1116,5,,,T0808②:64,罐,,,,,T0808②,庙前遗址,T0808,②层,全文,夹砂红衣陶,,,砂,红衣陶,,,中腹部安牛鼻耳,,,,,,,,,,,,,,,,,,,,0,,[0],"{""artifact_code"": ""T0808②:64"", ""subtype"": ""罐"", ""clay_type"": ""夹砂红衣陶"", ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": ""砂"", ""color"": ""红衣陶"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""中腹部安牛鼻耳"", ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""T0808②"", ""ex_region"": ""庙前遗址"", ""ex_unit"": ""T0808"", ""ex_layer"": ""②层"", ""location_unit"": null, ""image_references"": [""图一〇六，7""]}",{},0.8,2025-12-02 02:06:46,2025-12-02 02:06:46
2334,task_20251202_051019_1116,5,,,T0808②:85,罐,,,,,T0808②,庙前遗址,T0808,②层,全文,,,,,,,,牛鼻耳，饺子状，边缘按捺呈锯齿样，上部有镂孔,,,,,,,,,,,按捺、镂空,锯齿样,,,,,,,,0,,[0],"{""artifact_code"": ""T0808②:85"", ""subtype"": ""罐"", ""clay_type"": null, ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": null, ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""牛鼻耳，饺子状，边缘按捺呈锯齿样，上部有镂孔"", ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": ""按捺、镂空"", ""decoration_type"": ""锯齿样"", ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""T0808②"", ""ex_region"": ""庙前遗址"", ""ex_unit"": ""T0808"", ""ex_layer"": ""②层"", ""location_unit"": null, ""image_references"": [""图一〇六，8""]}",{},0.8,2025-12-02 02:06:46,2025-12-02 02:06:46
2335,task_20251202_051019_1116,5,,,T0610②:9,罐,,,,,T0610②,庙前遗址,T0610,②层,全文,夹砂红衣陶,,,砂,红衣陶,,,平底稍弧凸,,,,,,,,,,,,,,,,,,,,0,,[0],"{""artifact_code"": ""T0610②:9"", ""subtype"": ""罐"", ""clay_type"": ""夹砂红衣陶"", ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": ""砂"", ""color"": ""红衣陶"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""平底稍弧凸"", ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""T0610②"", ""ex_region"": ""庙前遗址"", ""ex_unit"": ""T0610"", ""ex_layer"": ""②层"", ""location_unit"": null, ""image_references"": [""图一〇六，9""]}",{},0.8,2025-12-02 02:06:46,2025-12-02 02:06:46
2336,task_20251202_051019_1116,5,,,T0610②:8,盆,,,,,T0610②,庙前遗址,T0610,②层,全文,夹砂灰黑陶,,,砂,灰黑陶,,,斜收腹，口沿外侧安牛鼻耳,,,,,,,,,,,,,,,,,,,,0,,[0],"{""artifact_code"": ""T0610②:8"", ""subtype"": ""盆"", ""clay_type"": ""夹砂灰黑陶"", ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": ""砂"", ""color"": ""灰黑陶"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""斜收腹，口沿外侧安牛鼻耳"", ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""T0610②"", ""ex_region"": ""庙前遗址"", ""ex_unit"": ""T0610"", ""ex_layer"": ""②层"", ""location_unit"": null, ""image_references"": [""图一〇六，10""]}",{},0.8,2025-12-02 02:06:46,2025-12-02 02:06:46
2337,task_20251202_051019_1116,5,,,T0808②:89,盆,,,,,T0808②,庙前遗址,T0808,②层,全文,夹砂红陶,,,砂,红陶,,,浅腹,,,,,,,,,,,,,,,,,,,,0,,[0],"{""artifact_code"": ""T0808②:89"", ""subtype"": ""盆"", ""clay_type"": ""夹砂红陶"", ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": ""砂"", ""color"": ""红陶"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""浅腹"", ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""T0808②"", ""ex_region"": ""庙前遗址"", ""ex_unit"": ""T0808"", ""ex_layer"": ""②层"", ""location_unit"": null, ""image_references"": [""图一〇六，11""]}",{},0.8,2025-12-02 02:06:46,2025-12-02 02:06:46
2338,task_20251202_051019_1116,5,,,T0807③:33,器盖,,,,,T0807③,庙前遗址,T0807,③层,全文,夹砂红陶,,,砂,红陶,,,环状盖纽，纽下镂空,,,,,,,,,,,镂空,,,,,,,,,0,,[0],"{""artifact_code"": ""T0807③:33"", ""subtype"": ""器盖"", ""clay_type"": ""夹砂红陶"", ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": ""砂"", ""color"": ""红陶"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""环状盖纽，纽下镂空"", ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": ""镂空"", ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""T0807③"", ""ex_region"": ""庙前遗址"", ""ex_unit"": ""T0807"", ""ex_layer"": ""③层"", ""location_unit"": null, ""image_references"": [""图一〇六，12""]}",{},0.8,2025-12-02 02:06:46,2025-12-02 02:06:46
2339,task_20251202_051019_1116,5,,,T0808②:70,支座,,,,,T0808②,庙前遗址,T0808,②层,全文,夹砂灰黑陶,,,砂,灰黑陶,,,柱形,,高9.3厘米,,9.3,,,,,,,,,,,,,,,,0,,[0],"{""artifact_code"": ""T0808②:70"", ""subtype"": ""支座"", ""clay_type"": ""夹砂灰黑陶"", ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": ""砂"", ""color"": ""灰黑陶"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""柱形"", ""vessel_combination"": null, ""dimensions"": ""高9.3厘米"", ""height"": 9.3, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""T0808②"", ""ex_region"": ""庙前遗址"", ""ex_unit"": ""T0808"", ""ex_layer"": ""②层"", ""location_unit"": null, ""image_references"": [""图一〇六，13""]}",{},0.8,2025-12-02 02:06:46,2025-12-02 02:06:46
2340,task_20251202_051019_1116,5,,,T0808③:4,支座,,,,,T0808③,庙前遗址,T0808,③层,全文,夹砂红陶,,,砂,红陶,,,底部圆凹，两侧印有重圈纹样,,,,,,,,,,,印,重圈纹样,,,,,,,,0,,[0],"{""artifact_code"": ""T0808③:4"", ""subtype"": ""支座"", ""clay_type"": ""夹砂红陶"", ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": ""砂"", ""color"": ""红陶"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""底部圆凹，两侧印有重圈纹样"", ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": ""印"", ""decoration_type"": ""重圈纹样"", ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""T0808③"", ""ex_region"": ""庙前遗址"", ""ex_unit"": ""T0808"", ""ex_layer"": ""③层"", ""location_unit"": null, ""image_references"": [""图一〇六，14""]}",{},0.8,2025-12-02 02:06:46,2025-12-02 02:06:46
2341,task_20251202_051019_1116,5,,,T0808②:3,异形馨,,,,,T0808②,庙前遗址,T0808,②层,全文,夹细砂红陶,,细砂,细砂,红陶,,,嘴残。两袋足，一侧把落地,,高约18厘米,,18.0,,,,,,,,,,,,,,,,0,,[0],"{""artifact_code"": ""T0808②:3"", ""subtype"": ""异形馨"", ""clay_type"": ""夹细砂红陶"", ""clay_purity"": null, ""clay_fineness"": ""细砂"", ""mixed_materials"": ""细砂"", ""color"": ""红陶"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""嘴残。两袋足，一侧把落地"", ""vessel_combination"": null, ""dimensions"": ""高约18厘米"", ""height"": 18, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""T0808②"", ""ex_region"": ""庙前遗址"", ""ex_unit"": ""T0808"", ""ex_layer"": ""②层"", ""location_unit"": null, ""image_references"": [""图一〇六，15""]}",{},0.8,2025-12-02 02:06:46,2025-12-02 02:06:46
2342,task_20251202_051019_1116,5,,,T0808②:20,把婆类,,,,,T0808②,庙前遗址,T0808,②层,全文,夹砂红陶,,,砂,红陶,,,端部呈猪首状,,,,,,,,,,,,,,,,,,,,0,,[0],"{""artifact_code"": ""T0808②:20"", ""subtype"": ""把婆类"", ""clay_type"": ""夹砂红陶"", ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": ""砂"", ""color"": ""红陶"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""端部呈猪首状"", ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": null, ""decoration_type"": null, ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""T0808②"", ""ex_region"": ""庙前遗址"", ""ex_unit"": ""T0808"", ""ex_layer"": ""②层"", ""location_unit"": null, ""image_references"": [""图一〇六，16""]}",{},0.8,2025-12-02 02:06:46,2025-12-02 02:06:46
2343,task_20251202_051019_1116,5,,,T0608②:21,把婆类,,,,,T0608②,庙前遗址,T0608,②层,全文,夹砂红陶,,,砂,红陶,,,落地端呈花瓣样，且有穿孔,,,,,,,,,,,穿孔,花瓣样,,,,,,,,0,,[0],"{""artifact_code"": ""T0608②:21"", ""subtype"": ""把婆类"", ""clay_type"": ""夹砂红陶"", ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": ""砂"", ""color"": ""红陶"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""落地端呈花瓣样，且有穿孔"", ""vessel_combination"": null, ""dimensions"": null, ""height"": null, ""diameter"": null, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": ""穿孔"", ""decoration_type"": ""花瓣样"", ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""T0608②"", ""ex_region"": ""庙前遗址"", ""ex_unit"": ""T0608"", ""ex_layer"": ""②层"", ""location_unit"": null, ""image_references"": [""图一〇六，17""]}",{},0.8,2025-12-02 02:06:46,2025-12-02 02:06:46
2344,task_20251202_051019_1116,5,,,M1:4,圈足盘,,,,,第三、四次发掘的M1,庙前遗址,M1,,M1,泥质黑皮陶,,,,黑、灰、黑皮,,,外壁抹有凹弦纹六周 | 圈足略高,鱼鳍足鼎、豆、罐,通高6厘米，口径16.6厘米，圈足径8.6厘米,,6.0,16.6,,,,,,凹弦纹,凹弦纹,,,,,,,,0,,[0],"{""clay_purity"": null, ""production_location"": null, ""firing_temperature"": null, ""ex_region"": ""庙前遗址"", ""subtype"": ""圈足盘"", ""image_references"": ""['图一〇七，4'] | []"", ""dimensions"": ""通高6厘米，口径16.6厘米，圈足径8.6厘米"", ""height"": 6, ""location_unit"": null, ""excavation_location"": ""第三、四次发掘的M1"", ""decoration_method"": ""凹弦纹"", ""production_date"": null, ""surface_treatment"": null, ""clay_type"": ""泥质黑皮陶"", ""ex_unit"": ""M1"", ""forming_technique"": null, ""finishing_technique"": null, ""decoration_type"": ""凹弦纹"", ""artifact_code"": ""M1:4"", ""ex_layer"": null, ""function"": null, ""clay_fineness"": null, ""color"": ""黑、灰、黑皮"", ""vessel_combination"": ""鱼鳍足鼎、豆、罐"", ""shape_features"": ""外壁抹有凹弦纹六周 | 圈足略高"", ""hardness"": null, ""production_activity"": null, ""maker"": null, ""diameter"": 16.6, ""thickness"": null, ""mixed_materials"": null}",{},0.8,2025-12-02 02:06:46,2025-12-02 02:06:46
2345,task_20251202_051019_1116,5,,,M2:1,双鼻壶,,,,,M2,庙前遗址,M2,,M2,夹砂灰褐陶,,,,灰褐,,,,,通高13.8厘米，口径13.4厘米，圈足径14厘米,,13.8,13.4,,,,,,,,,,,,,,,0,,[0],"{""clay_purity"": null, ""production_location"": null, ""firing_temperature"": null, ""ex_region"": ""庙前遗址"", ""subtype"": ""双鼻壶"", ""image_references"": ""['图一○八，1'] | ['图二〇九，9']"", ""dimensions"": ""通高13.8厘米，口径13.4厘米，圈足径14厘米"", ""height"": 13.8, ""location_unit"": null, ""excavation_location"": ""M2"", ""decoration_method"": null, ""production_date"": null, ""surface_treatment"": null, ""clay_type"": ""夹砂灰褐陶"", ""ex_unit"": ""M2"", ""forming_technique"": null, ""finishing_technique"": null, ""decoration_type"": null, ""artifact_code"": ""M2:1"", ""ex_layer"": null, ""function"": null, ""clay_fineness"": null, ""color"": ""灰褐"", ""vessel_combination"": null, ""shape_features"": null, ""hardness"": null, ""production_activity"": null, ""maker"": null, ""diameter"": 13.4, ""thickness"": null, ""mixed_materials"": null}",{},0.8,2025-12-02 02:06:46,2025-12-02 02:06:46
2346,task_20251202_051019_1116,5,,,M2:3,鼎,,,,,M2,庙前遗址,M2,,M2,夹砂红陶,,,,褐色,,,口沿内有凹弦纹一周，上腹部饰两周凸弦纹，鱼鳍形足底尖,,通高18.3厘米，口径14.8厘米,,18.3,14.8,,,,,,凹弦纹、凸弦纹,凹弦纹、凸弦纹,,,,,,,,0,,[0],"{""artifact_code"": ""M2:3"", ""subtype"": ""鼎"", ""clay_type"": ""夹砂红陶"", ""clay_purity"": null, ""clay_fineness"": null, ""mixed_materials"": null, ""color"": ""褐色"", ""hardness"": null, ""firing_temperature"": null, ""shape_features"": ""口沿内有凹弦纹一周，上腹部饰两周凸弦纹，鱼鳍形足底尖"", ""vessel_combination"": null, ""dimensions"": ""通高18.3厘米，口径14.8厘米"", ""height"": 18.3, ""diameter"": 14.8, ""thickness"": null, ""function"": null, ""forming_technique"": null, ""finishing_technique"": null, ""surface_treatment"": null, ""decoration_method"": ""凹弦纹、凸弦纹"", ""decoration_type"": ""凹弦纹、凸弦纹"", ""production_activity"": null, ""maker"": null, ""production_date"": null, ""production_location"": null, ""excavation_location"": ""M2"", ""ex_region"": ""庙前遗址"", ""ex_unit"": ""M2"", ""ex_layer"": null, ""location_unit"": null, ""image_references"": [""图一○八，2""]}",{},0.8,2025-12-02 02:06:47,2025-12-02 02:06:47
