ID,文物类型,文物ID,mapping_id,关系谓词,属性值,置信度,created_at
42498,jade,3239,92,P53 has former or current location,M7,0.8,2025-12-02 02:24:03
42499,jade,3240,90,P1\text{ is identified by},M9:锥1,0.8,2025-12-02 02:24:03
42500,jade,3240,92,P53 has former or current location,M9,0.8,2025-12-02 02:24:03
42501,jade,3241,90,P1\text{ is identified by},M11:锥1,0.8,2025-12-02 02:24:03
42502,jade,3241,92,P53 has former or current location,M11,0.8,2025-12-02 02:24:03
42503,jade,3242,90,P1\text{ is identified by},M11:锥2,0.8,2025-12-02 02:24:03
42504,jade,3242,92,P53 has former or current location,M11,0.8,2025-12-02 02:24:03
42505,jade,3243,90,P1\text{ is identified by},M11:锥3,0.8,2025-12-02 02:24:03
42506,jade,3243,92,P53 has former or current location,M11,0.8,2025-12-02 02:24:03
42507,jade,3244,90,P1\text{ is identified by},M15:锥1,0.8,2025-12-02 02:24:03
42508,jade,3244,92,P53 has former or current location,M15,0.8,2025-12-02 02:24:03
42509,jade,3245,90,P1\text{ is identified by},M18:锥1,0.8,2025-12-02 02:24:03
42510,jade,3245,92,P53 has former or current location,M18,0.8,2025-12-02 02:24:03
42511,jade,3246,90,P1\text{ is identified by},M18:锥2,0.8,2025-12-02 02:24:03
42512,jade,3246,92,P53 has former or current location,M18,0.8,2025-12-02 02:24:03
42513,jade,3247,90,P1\text{ is identified by},M18:锥3,0.8,2025-12-02 02:24:03
42514,jade,3247,92,P53 has former or current location,M18,0.8,2025-12-02 02:24:03
42515,jade,3248,90,P1\text{ is identified by},M20:锥1,0.8,2025-12-02 02:24:03
42516,jade,3248,92,P53 has former or current location,M20,0.8,2025-12-02 02:24:03
42517,jade,3249,90,P1\text{ is identified by},M21:锥1,0.8,2025-12-02 02:24:03
42518,jade,3249,92,P53 has former or current location,M21,0.8,2025-12-02 02:24:03
42519,jade,3250,90,P1\text{ is identified by},M24:锥1,0.8,2025-12-02 02:24:03
42520,jade,3250,92,P53 has former or current location,M24,0.8,2025-12-02 02:24:03
42521,jade,3251,90,P1\text{ is identified by},M25:锥1,0.8,2025-12-02 02:24:03
42522,jade,3251,92,P53 has former or current location,M25,0.8,2025-12-02 02:24:03
42523,jade,3252,90,P1\text{ is identified by},M25:锥2,0.8,2025-12-02 02:24:03
42524,jade,3252,92,P53 has former or current location,M25,0.8,2025-12-02 02:24:03
42525,jade,3253,90,P1\text{ is identified by},M26:锥1,0.8,2025-12-02 02:24:03
42526,jade,3253,92,P53 has former or current location,M26,0.8,2025-12-02 02:24:03
42527,jade,3254,90,P1\text{ is identified by},M27:锥1,0.8,2025-12-02 02:24:03
42528,jade,3254,92,P53 has former or current location,M27,0.8,2025-12-02 02:24:03
42529,jade,3255,90,P1\text{ is identified by},M27:锥2,0.8,2025-12-02 02:24:03
42530,jade,3255,92,P53 has former or current location,M27,0.8,2025-12-02 02:24:03
42531,jade,3256,90,P1\text{ is identified by},M28:锥1,0.8,2025-12-02 02:24:03
42532,jade,3256,92,P53 has former or current location,M28,0.8,2025-12-02 02:24:03
42533,jade,3257,90,P1\text{ is identified by},M33:锥1,0.8,2025-12-02 02:24:03
42534,jade,3257,92,P53 has former or current location,M33,0.8,2025-12-02 02:24:03
42535,jade,3258,90,P1\text{ is identified by},M34:锥1,0.8,2025-12-02 02:24:03
42536,jade,3258,92,P53 has former or current location,M34,0.8,2025-12-02 02:24:03
42537,jade,3259,90,P1\text{ is identified by},M34:锥2,0.8,2025-12-02 02:24:03
42538,jade,3259,92,P53 has former or current location,M34,0.8,2025-12-02 02:24:03
42539,jade,3260,90,P1\text{ is identified by},M37:锥1,0.8,2025-12-02 02:24:03
42540,jade,3260,92,P53 has former or current location,M37,0.8,2025-12-02 02:24:03
42541,jade,3261,90,P1\text{ is identified by},M45:锥1,0.8,2025-12-02 02:24:03
42542,jade,3261,92,P53 has former or current location,M45,0.8,2025-12-02 02:24:03
42543,jade,3262,90,P1\text{ is identified by},M46:锥1,0.8,2025-12-02 02:24:03
42544,jade,3262,92,P53 has former or current location,M46,0.8,2025-12-02 02:24:03
42545,jade,3263,90,P1\text{ is identified by},M47:锥1,0.8,2025-12-02 02:24:03
42546,jade,3263,92,P53 has former or current location,M47,0.8,2025-12-02 02:24:03
42547,jade,3264,90,P1\text{ is identified by},M48:锥1,0.8,2025-12-02 02:24:03
42548,jade,3264,92,P53 has former or current location,M48,0.8,2025-12-02 02:24:03
42549,jade,3265,90,P1\text{ is identified by},M50:锥1,0.8,2025-12-02 02:24:03
42550,jade,3265,92,P53 has former or current location,M50,0.8,2025-12-02 02:24:03
42551,jade,3266,90,P1\text{ is identified by},M51:锥1,0.8,2025-12-02 02:24:03
42552,jade,3266,92,P53 has former or current location,M51,0.8,2025-12-02 02:24:03
42553,jade,3267,90,P1\text{ is identified by},M53:锥1,0.8,2025-12-02 02:24:03
42554,jade,3267,92,P53 has former or current location,M53,0.8,2025-12-02 02:24:03
42555,jade,3268,90,P1\text{ is identified by},M55:锥1,0.8,2025-12-02 02:24:03
42556,jade,3268,92,P53 has former or current location,M55,0.8,2025-12-02 02:24:03
42557,jade,3269,90,P1\text{ is identified by},M56:锥1,0.8,2025-12-02 02:24:03
42558,jade,3269,92,P53 has former or current location,M56,0.8,2025-12-02 02:24:03
42559,jade,3270,90,P1\text{ is identified by},M57:锥1,0.8,2025-12-02 02:24:03
42560,jade,3270,92,P53 has former or current location,M57,0.8,2025-12-02 02:24:03
42561,jade,3271,90,P1\text{ is identified by},M57:锥2,0.8,2025-12-02 02:24:03
42562,jade,3271,92,P53 has former or current location,M57,0.8,2025-12-02 02:24:03
42563,jade,3272,90,P1\text{ is identified by},M57:锥3,0.8,2025-12-02 02:24:03
42564,jade,3272,92,P53 has former or current location,M57,0.8,2025-12-02 02:24:03
42565,jade,3273,90,P1\text{ is identified by},M57:锥4,0.8,2025-12-02 02:24:03
42566,jade,3273,92,P53 has former or current location,M57,0.8,2025-12-02 02:24:03
42567,jade,3274,90,P1\text{ is identified by},M60:锥1,0.8,2025-12-02 02:24:03
42568,jade,3274,92,P53 has former or current location,M60,0.8,2025-12-02 02:24:03
42569,jade,3275,90,P1\text{ is identified by},M60:锥2,0.8,2025-12-02 02:24:03
42570,jade,3275,92,P53 has former or current location,M60,0.8,2025-12-02 02:24:03
42571,jade,3276,90,P1\text{ is identified by},M60:锥3,0.8,2025-12-02 02:24:03
42572,jade,3276,92,P53 has former or current location,M60,0.8,2025-12-02 02:24:03
42573,jade,3277,90,P1\text{ is identified by},M60:锥4,0.8,2025-12-02 02:24:03
42574,jade,3277,92,P53 has former or current location,M60,0.8,2025-12-02 02:24:03
42575,jade,3278,90,P1\text{ is identified by},M61:锥1,0.8,2025-12-02 02:24:03
42576,jade,3278,92,P53 has former or current location,M61,0.8,2025-12-02 02:24:03
42577,jade,3279,90,P1\text{ is identified by},M62:锥1,0.8,2025-12-02 02:24:03
42578,jade,3279,92,P53 has former or current location,M62,0.8,2025-12-02 02:24:03
42579,jade,3280,85,P2 has type(有类型),戒指形端饰,0.8,2025-12-02 02:24:03
42580,jade,3280,92,P53 has former or current location,码头区,0.8,2025-12-02 02:24:03
42581,jade,3280,90,P1\text{ is identified by},M66,0.8,2025-12-02 02:24:03
42582,jade,3281,90,P1\text{ is identified by},G1②：245,0.8,2025-12-02 02:24:03
42583,jade,3281,88,P45 consists o(由...构成)f,闪玉,0.8,2025-12-02 02:24:03
42584,jade,3281,91,$P43\text{ has measurement}$,"{'length': 8.1, 'diameter': 0.6}",0.8,2025-12-02 02:24:03
42585,jade,3281,87,P108i was produced by(被生产于),素面无纹,0.8,2025-12-02 02:24:03
42586,jade,3281,86,P65 shows visual item(展示视觉项),无,0.8,2025-12-02 02:24:03
42587,jade,3281,99,P103 was intended for (被意图用于),装饰品,0.8,2025-12-02 02:24:03
42588,jade,3281,92,P53 has former or current location,G1②,0.8,2025-12-02 02:24:03
42589,jade,3281,98,P46 is composed of,圆柱形，尖部呈锥形，尾部凸榫扁圆，穿孔略斜,0.8,2025-12-02 02:24:03
42590,jade,3282,90,P1\text{ is identified by},T4'②:82,0.8,2025-12-02 02:24:03
42591,jade,3282,88,P45 consists o(由...构成)f,闪玉,0.8,2025-12-02 02:24:03
42592,jade,3282,91,$P43\text{ has measurement}$,"{'length': 5.9, 'diameter': 0.9}",0.8,2025-12-02 02:24:03
42593,jade,3282,87,P108i was produced by(被生产于),素面无纹,0.8,2025-12-02 02:24:03
42594,jade,3282,86,P65 shows visual item(展示视觉项),无,0.8,2025-12-02 02:24:03
42595,jade,3282,99,P103 was intended for (被意图用于),装饰品,0.8,2025-12-02 02:24:03
42596,jade,3282,92,P53 has former or current location,T4'②,0.8,2025-12-02 02:24:03
42597,jade,3282,98,P46 is composed of,圆柱形，尖部呈锥形，凸榫无穿孔,0.8,2025-12-02 02:24:03
42598,jade,3283,91,$P43\text{ has measurement}$,"{'length': 4, 'diameter': 0.5} | 残长4厘米，直径0.5厘米",0.8,2025-12-02 02:24:03
42599,jade,3283,85,P2 has type(有类型),锥形饰,0.8,2025-12-02 02:24:03
42600,jade,3283,92,P53 has former or current location,T3⑪A,0.8,2025-12-02 02:24:03
42601,jade,3283,88,P45 consists o(由...构成)f,浅灰绿闪玉,0.8,2025-12-02 02:24:03
42602,jade,3283,89,P44 has condition(有状态),弱风化,0.8,2025-12-02 02:24:03
42603,jade,3283,87,P108i was produced by(被生产于),圆柱形，头部呈锥形，凸榫磨扁，残,0.8,2025-12-02 02:24:03
42604,jade,3283,90,P1\text{ is identified by},T3⑪A：105,0.8,2025-12-02 02:24:03
42605,jade,3283,99,P103 was intended for (被意图用于),装饰品,0.8,2025-12-02 02:24:03
42606,jade,3283,86,P65 shows visual item(展示视觉项),无,0.8,2025-12-02 02:24:03
42607,jade,3283,98,P46 is composed of,圆柱形，头部呈锥形，凸榫磨扁，残,0.8,2025-12-02 02:24:03
42608,jade,3284,91,$P43\text{ has measurement}$,"{'length': 6.5, 'diameter': 1} | 残长6.5厘米，直径1厘米",0.8,2025-12-02 02:24:03
42609,jade,3284,85,P2 has type(有类型),锥形饰,0.8,2025-12-02 02:24:03
42610,jade,3284,92,P53 has former or current location,台 I ③,0.8,2025-12-02 02:24:03
42611,jade,3284,88,P45 consists o(由...构成)f,鸡骨白,0.8,2025-12-02 02:24:03
42612,jade,3284,89,P44 has condition(有状态),强风化,0.8,2025-12-02 02:24:03
42613,jade,3284,87,P108i was produced by(被生产于),"圆柱形, 两端残",0.8,2025-12-02 02:24:03
42614,jade,3284,90,P1\text{ is identified by},台 I ③:63,0.8,2025-12-02 02:24:03
42615,jade,3284,99,P103 was intended for (被意图用于),装饰品,0.8,2025-12-02 02:24:03
42616,jade,3284,86,P65 shows visual item(展示视觉项),无,0.8,2025-12-02 02:24:03
42617,jade,3284,98,P46 is composed of,"圆柱形，两端残 | 圆柱形, 两端残",0.8,2025-12-02 02:24:03
42618,jade,3285,90,P1\text{ is identified by},T8②:1,0.8,2025-12-02 02:24:03
42619,jade,3285,88,P45 consists o(由...构成)f,浅灰绿闪玉,0.8,2025-12-02 02:24:03
42620,jade,3285,91,$P43\text{ has measurement}$,残长5.3厘米，直径0.6厘米,0.8,2025-12-02 02:24:03
42621,jade,3285,87,P108i was produced by(被生产于),"圆柱形, 尖部呈锥形, 凸榫残",0.8,2025-12-02 02:24:03
42622,jade,3285,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-02 02:24:03
42623,jade,3285,92,P53 has former or current location,T8②,0.8,2025-12-02 02:24:03
42624,jade,3285,85,P2 has type(有类型),锥形饰,0.8,2025-12-02 02:24:03
42625,jade,3285,89,P44 has condition(有状态),弱风化,0.8,2025-12-02 02:24:03
42626,jade,3285,98,P46 is composed of,"圆柱形, 尖部呈锥形, 凸榫残",0.8,2025-12-02 02:24:03
42627,jade,1130,90,P1\text{ is identified by},T3⑨:6,0.8,2025-12-02 02:24:03
42628,jade,1130,88,P45 consists o(由...构成)f,浅灰绿闪玉,0.8,2025-12-02 02:24:03
42629,jade,1130,91,$P43\text{ has measurement}$,残长7厘米，直径0.8厘米,0.8,2025-12-02 02:24:03
42630,jade,1130,87,P108i was produced by(被生产于),"圆柱形, 尖部呈锥形, 尾部残缺",0.8,2025-12-02 02:24:03
42631,jade,1130,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-02 02:24:03
42632,jade,1130,92,P53 has former or current location,T3⑨,0.8,2025-12-02 02:24:03
42633,jade,1130,85,P2 has type(有类型),锥形饰,0.8,2025-12-02 02:24:03
42634,jade,1130,89,P44 has condition(有状态),弱风化,0.8,2025-12-02 02:24:03
42635,jade,1130,98,P46 is composed of,"圆柱形, 尖部呈锥形, 尾部残缺",0.8,2025-12-02 02:24:03
42636,jade,3286,90,P1\text{ is identified by},台I③:3,0.8,2025-12-02 02:24:03
42637,jade,3286,88,P45 consists o(由...构成)f,鸡骨白,0.8,2025-12-02 02:24:03
42638,jade,3286,91,$P43\text{ has measurement}$,残长5.8厘米，直径0.7厘米,0.8,2025-12-02 02:24:03
42639,jade,3286,87,P108i was produced by(被生产于),圆柱形，头部残缺，凸榫残,0.8,2025-12-02 02:24:03
42640,jade,3286,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-02 02:24:03
42641,jade,3286,92,P53 has former or current location,台I③,0.8,2025-12-02 02:24:03
42642,jade,3286,85,P2 has type(有类型),锥形饰,0.8,2025-12-02 02:24:03
42643,jade,3286,89,P44 has condition(有状态),次风化,0.8,2025-12-02 02:24:03
42644,jade,3286,98,P46 is composed of,圆柱形，头部残缺，凸榫残,0.8,2025-12-02 02:24:03
42645,jade,3287,90,P1\text{ is identified by},T6⑨:6,0.8,2025-12-02 02:24:03
42646,jade,3287,88,P45 consists o(由...构成)f,鸡骨白,0.8,2025-12-02 02:24:03
42647,jade,3287,91,$P43\text{ has measurement}$,残长5厘米，直径0.7厘米,0.8,2025-12-02 02:24:03
42648,jade,3287,87,P108i was produced by(被生产于),"圆柱形, 尖部呈锥形, 凸榫残",0.8,2025-12-02 02:24:03
42649,jade,3287,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-02 02:24:03
42650,jade,3287,92,P53 has former or current location,T6⑨,0.8,2025-12-02 02:24:03
42651,jade,3287,85,P2 has type(有类型),锥形饰,0.8,2025-12-02 02:24:03
42652,jade,3287,89,P44 has condition(有状态),强风化,0.8,2025-12-02 02:24:03
42653,jade,3287,98,P46 is composed of,"圆柱形, 尖部呈锥形, 凸榫残",0.8,2025-12-02 02:24:03
42654,jade,3288,90,P1\text{ is identified by},T3②:97,0.8,2025-12-02 02:24:03
42655,jade,3288,88,P45 consists o(由...构成)f,米黄色闪玉,0.8,2025-12-02 02:24:03
42656,jade,3288,91,$P43\text{ has measurement}$,长6.7厘米，宽1.5厘米，厚0.7厘米,0.8,2025-12-02 02:24:03
42657,jade,3288,87,P108i was produced by(被生产于),扁方柱形，头部呈锥形，凸榫扁圆无穿孔,0.8,2025-12-02 02:24:03
42658,jade,3288,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-02 02:24:03
42659,jade,3288,92,P53 has former or current location,T3②,0.8,2025-12-02 02:24:03
42660,jade,3288,85,P2 has type(有类型),锥形饰,0.8,2025-12-02 02:24:03
42661,jade,3288,89,P44 has condition(有状态),弱风化,0.8,2025-12-02 02:24:03
42662,jade,3288,98,P46 is composed of,扁方柱形，头部呈锥形，凸榫扁圆无穿孔,0.8,2025-12-02 02:24:03
42663,jade,3289,90,P1\text{ is identified by},T3②:67,0.8,2025-12-02 02:24:03
42664,jade,3289,88,P45 consists o(由...构成)f,墨绿色闪玉,0.8,2025-12-02 02:24:03
42665,jade,3289,91,$P43\text{ has measurement}$,长7厘米，宽65厘米，厚0.55厘米,0.8,2025-12-02 02:24:03
42666,jade,3289,87,P108i was produced by(被生产于),"扁方柱形, 尖部呈锥形。尾部稍大, 凸榫微残无穿孔",0.8,2025-12-02 02:24:03
42667,jade,3289,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-02 02:24:03
42668,jade,3289,92,P53 has former or current location,T3②,0.8,2025-12-02 02:24:03
42669,jade,3289,85,P2 has type(有类型),锥形饰,0.8,2025-12-02 02:24:03
42670,jade,3289,89,P44 has condition(有状态),弱风化,0.8,2025-12-02 02:24:03
42671,jade,3289,98,P46 is composed of,"扁方柱形, 尖部呈锥形。尾部稍大, 凸榫微残无穿孔",0.8,2025-12-02 02:24:03
42672,jade,3290,90,P1\text{ is identified by},T4'⑩:32,0.8,2025-12-02 02:24:03
42673,jade,3290,88,P45 consists o(由...构成)f,墨绿色闪玉,0.8,2025-12-02 02:24:03
42674,jade,3290,91,$P43\text{ has measurement}$,残长8.1厘米，宽1厘米，厚0.9厘米,0.8,2025-12-02 02:24:03
42675,jade,3290,87,P108i was produced by(被生产于),"扁方柱形, 中部略鼓, 尖部呈锥形, 凸榫残",0.8,2025-12-02 02:24:03
42676,jade,3290,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-02 02:24:03
42677,jade,3290,92,P53 has former or current location,T4'⑩,0.8,2025-12-02 02:24:03
42678,jade,3290,85,P2 has type(有类型),锥形饰,0.8,2025-12-02 02:24:03
42679,jade,3290,89,P44 has condition(有状态),弱风化,0.8,2025-12-02 02:24:03
42680,jade,3290,98,P46 is composed of,"扁方柱形, 中部略鼓, 尖部呈锥形, 凸榫残",0.8,2025-12-02 02:24:03
42681,jade,3291,90,P1\text{ is identified by},T4⑩:50,0.8,2025-12-02 02:24:03
42682,jade,3291,88,P45 consists o(由...构成)f,墨绿色闪玉,0.8,2025-12-02 02:24:03
42683,jade,3291,91,$P43\text{ has measurement}$,长9厘米，直径0.5~0.7厘米,0.8,2025-12-02 02:24:03
42684,jade,3291,87,P108i was produced by(被生产于),"束腰扁圆柱形, 头部呈圆锥形, 尾部磨圆无穿孔",0.8,2025-12-02 02:24:03
42685,jade,3291,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-02 02:24:03
42686,jade,3291,92,P53 has former or current location,T4⑩,0.8,2025-12-02 02:24:03
42687,jade,3291,85,P2 has type(有类型),锥形饰,0.8,2025-12-02 02:24:03
42688,jade,3291,89,P44 has condition(有状态),弱风化,0.8,2025-12-02 02:24:03
42689,jade,3291,98,P46 is composed of,"束腰扁圆柱形, 头部呈圆锥形, 尾部磨圆无穿孔",0.8,2025-12-02 02:24:03
42690,jade,3292,90,P1\text{ is identified by},T4'⑩:29,0.8,2025-12-02 02:24:03
42691,jade,3292,88,P45 consists o(由...构成)f,灰黑色软玉,0.8,2025-12-02 02:24:03
42692,jade,3292,91,$P43\text{ has measurement}$,直径2.8厘米，高0.9厘米,0.8,2025-12-02 02:24:03
42693,jade,3292,87,P108i was produced by(被生产于),环形，一面磨平、孔径较大，一面圆弧、孔径较小，孔壁斜直,0.8,2025-12-02 02:24:03
42694,jade,3292,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-02 02:24:03
42695,jade,3292,92,P53 has former or current location,T4'⑩,0.8,2025-12-02 02:24:03
42696,jade,3292,85,P2 has type(有类型),戒指形端饰,0.8,2025-12-02 02:24:03
42697,jade,3292,98,P46 is composed of,环形，一面磨平、孔径较大，一面圆弧、孔径较小，孔壁斜直,0.8,2025-12-02 02:24:03
42698,jade,3293,90,P1\text{ is identified by},T4'⑩:54,0.8,2025-12-02 02:24:03
42699,jade,3293,88,P45 consists o(由...构成)f,浅黄绿闪玉,0.8,2025-12-02 02:24:03
42700,jade,3293,91,$P43\text{ has measurement}$,长5.4厘米，宽1.2厘米，厚0.5厘米,0.8,2025-12-02 02:24:03
42701,jade,3293,87,P108i was produced by(被生产于),"圆弧形, 截面扁圆。一端磨平, 另一端有尖状小凸榫, 凸榫上有小穿孔",0.8,2025-12-02 02:24:03
42702,jade,3293,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-02 02:24:03
42703,jade,3293,92,P53 has former or current location,T4'⑩,0.8,2025-12-02 02:24:03
42704,jade,3293,85,P2 has type(有类型),弧形坠,0.8,2025-12-02 02:24:03
42705,jade,3293,89,P44 has condition(有状态),弱风化,0.8,2025-12-02 02:24:03
42706,jade,3293,98,P46 is composed of,"圆弧形, 截面扁圆。一端磨平, 另一端有尖状小凸榫, 凸榫上有小穿孔",0.8,2025-12-02 02:24:03
42707,jade,3294,90,P1\text{ is identified by},T1⑨:2,0.8,2025-12-02 02:24:03
42708,jade,3294,88,P45 consists o(由...构成)f,鸡骨白,0.8,2025-12-02 02:24:03
42709,jade,3294,91,$P43\text{ has measurement}$,长5厘米，直径1.8厘米，孔径0.7厘米,0.8,2025-12-02 02:24:03
42710,jade,3294,87,P108i was produced by(被生产于),圆柱形，制作规整,0.8,2025-12-02 02:24:03
42711,jade,3294,99,P103 was intended for (被意图用于),佩饰,0.8,2025-12-02 02:24:03
42712,jade,3294,92,P53 has former or current location,T1⑨,0.8,2025-12-02 02:24:03
42713,jade,3294,85,P2 has type(有类型),管,0.8,2025-12-02 02:24:03
42714,jade,3294,89,P44 has condition(有状态),强风化,0.8,2025-12-02 02:24:03
42715,jade,3294,98,P46 is composed of,圆柱形，制作规整,0.8,2025-12-02 02:24:03
42716,jade,1138,90,P1\text{ is identified by},T4'⑩：54,0.8,2025-12-02 02:24:03
42717,jade,1138,88,P45 consists o(由...构成)f,透闪石软玉,0.8,2025-12-02 02:24:03
42718,jade,1138,99,P103 was intended for (被意图用于),饰品,0.8,2025-12-02 02:24:03
42719,jade,1138,92,P53 has former or current location,生活堆积,0.8,2025-12-02 02:24:03
42720,jade,1138,85,P2 has type(有类型),佩饰类,0.8,2025-12-02 02:24:03
42721,jade,1138,95,P4\text{ has time-span},良渚文化晚期,0.8,2025-12-02 02:24:03
42722,jade,1138,98,P46 is composed of,弧形坠饰，应该是一件圆弧形玉器的改制品,0.8,2025-12-02 02:24:03
42723,jade,3295,90,P1\text{ is identified by},M10:3,0.8,2025-12-02 02:24:03
42724,jade,3295,92,P53 has former or current location,M10,0.8,2025-12-02 02:24:03
42725,jade,3296,90,P1\text{ is identified by},M16:1,0.8,2025-12-02 02:24:03
42726,jade,3296,92,P53 has former or current location,M16,0.8,2025-12-02 02:24:03
42727,jade,3297,90,P1\text{ is identified by},M20:3,0.8,2025-12-02 02:24:03
42728,jade,3297,92,P53 has former or current location,M20,0.8,2025-12-02 02:24:03
42729,jade,3298,90,P1\text{ is identified by},M20:4,0.8,2025-12-02 02:24:03
42730,jade,3298,92,P53 has former or current location,M20,0.8,2025-12-02 02:24:03
42731,jade,3299,90,P1\text{ is identified by},M21:2,0.8,2025-12-02 02:24:03
42732,jade,3299,92,P53 has former or current location,M21,0.8,2025-12-02 02:24:03
42733,jade,3300,90,P1\text{ is identified by},M21:3,0.8,2025-12-02 02:24:03
42734,jade,3300,92,P53 has former or current location,M21,0.8,2025-12-02 02:24:03
42735,jade,3301,90,P1\text{ is identified by},M23:1,0.8,2025-12-02 02:24:03
42736,jade,3301,92,P53 has former or current location,M23,0.8,2025-12-02 02:24:03
42737,jade,3302,90,P1\text{ is identified by},M24:1,0.8,2025-12-02 02:24:03
42738,jade,3302,92,P53 has former or current location,M24,0.8,2025-12-02 02:24:03
42739,jade,3303,90,P1\text{ is identified by},M24:锥形饰1,0.8,2025-12-02 02:24:03
42740,jade,3303,92,P53 has former or current location,M24,0.8,2025-12-02 02:24:03
42741,jade,3304,90,P1\text{ is identified by},M24:管1,0.8,2025-12-02 02:24:03
42742,jade,3304,92,P53 has former or current location,M24,0.8,2025-12-02 02:24:03
42743,jade,3305,90,P1\text{ is identified by},M24:珠2,0.8,2025-12-02 02:24:03
42744,jade,3305,92,P53 has former or current location,M24,0.8,2025-12-02 02:24:03
42745,jade,3306,90,P1\text{ is identified by},M24:隧孔珠1,0.8,2025-12-02 02:24:03
42746,jade,3306,92,P53 has former or current location,M24,0.8,2025-12-02 02:24:03
42747,jade,3307,90,P1\text{ is identified by},M25:锥形饰2,0.8,2025-12-02 02:24:03
42748,jade,3307,92,P53 has former or current location,M25,0.8,2025-12-02 02:24:03
42749,jade,3308,90,P1\text{ is identified by},M25:珠6,0.8,2025-12-02 02:24:03
42750,jade,3308,92,P53 has former or current location,M25,0.8,2025-12-02 02:24:03
42751,jade,3309,90,P1\text{ is identified by},M25:管1,0.8,2025-12-02 02:24:03
42752,jade,3309,92,P53 has former or current location,M25,0.8,2025-12-02 02:24:03
42753,jade,3310,90,P1\text{ is identified by},M26:锥形饰1,0.8,2025-12-02 02:24:03
42754,jade,3310,92,P53 has former or current location,M26,0.8,2025-12-02 02:24:03
42755,jade,3311,90,P1\text{ is identified by},M27:锥形饰2,0.8,2025-12-02 02:24:03
42756,jade,3311,92,P53 has former or current location,M27,0.8,2025-12-02 02:24:03
42757,jade,3312,90,P1\text{ is identified by},M27:管4,0.8,2025-12-02 02:24:03
42758,jade,3312,92,P53 has former or current location,M27,0.8,2025-12-02 02:24:03
42759,jade,3313,90,P1\text{ is identified by},M28:锥形饰1,0.8,2025-12-02 02:24:03
42760,jade,3313,92,P53 has former or current location,M28,0.8,2025-12-02 02:24:03
42761,jade,3314,90,P1\text{ is identified by},M30:管3,0.8,2025-12-02 02:24:03
42762,jade,3314,92,P53 has former or current location,M30,0.8,2025-12-02 02:24:03
42763,jade,3315,90,P1\text{ is identified by},M30:珠3,0.8,2025-12-02 02:24:03
42764,jade,3315,92,P53 has former or current location,M30,0.8,2025-12-02 02:24:03
42765,jade,3316,90,P1\text{ is identified by},M32:璜1,0.8,2025-12-02 02:24:03
42766,jade,3316,92,P53 has former or current location,M32,0.8,2025-12-02 02:24:03
42767,jade,3317,90,P1\text{ is identified by},M32:珠1,0.8,2025-12-02 02:24:03
42768,jade,3317,92,P53 has former or current location,M32,0.8,2025-12-02 02:24:03
42769,jade,3318,90,P1\text{ is identified by},M33:锥形饰1,0.8,2025-12-02 02:24:03
42770,jade,3318,92,P53 has former or current location,M33,0.8,2025-12-02 02:24:03
42771,jade,3319,90,P1\text{ is identified by},M33:管1,0.8,2025-12-02 02:24:03
42772,jade,3319,92,P53 has former or current location,M33,0.8,2025-12-02 02:24:03
42773,jade,3320,90,P1\text{ is identified by},M34:锥形饰2,0.8,2025-12-02 02:24:03
42774,jade,3320,92,P53 has former or current location,M34,0.8,2025-12-02 02:24:03
42775,jade,3321,90,P1\text{ is identified by},M34:管1,0.8,2025-12-02 02:24:03
42776,jade,3321,92,P53 has former or current location,M34,0.8,2025-12-02 02:24:03
42777,jade,3322,90,P1\text{ is identified by},M34:珠2,0.8,2025-12-02 02:24:03
42778,jade,3322,92,P53 has former or current location,M34,0.8,2025-12-02 02:24:03
42779,jade,3323,90,P1\text{ is identified by},M36:管1,0.8,2025-12-02 02:24:03
42780,jade,3323,92,P53 has former or current location,M36,0.8,2025-12-02 02:24:03
42781,jade,3324,90,P1\text{ is identified by},M37:锥形饰1,0.8,2025-12-02 02:24:03
42782,jade,3324,92,P53 has former or current location,M37,0.8,2025-12-02 02:24:03
42783,jade,3325,90,P1\text{ is identified by},M37:管1,0.8,2025-12-02 02:24:03
42784,jade,3325,92,P53 has former or current location,M37,0.8,2025-12-02 02:24:03
42785,jade,3326,90,P1\text{ is identified by},M39:管1,0.8,2025-12-02 02:24:03
42786,jade,3326,92,P53 has former or current location,M39,0.8,2025-12-02 02:24:03
42787,jade,3327,90,P1\text{ is identified by},M45:尊1,0.8,2025-12-02 02:24:03
42788,jade,3327,92,P53 has former or current location,M45,0.8,2025-12-02 02:24:03
42789,jade,3328,90,P1\text{ is identified by},M45:锥形饰1,0.8,2025-12-02 02:24:03
42790,jade,3328,92,P53 has former or current location,M45,0.8,2025-12-02 02:24:03
42791,jade,3329,90,P1\text{ is identified by},M45:管1,0.8,2025-12-02 02:24:04
